image,label,orb_0,orb_1,orb_2,orb_3,orb_4,orb_5,orb_6,orb_7,orb_8,orb_9,orb_10,orb_11,orb_12,orb_13,orb_14,orb_15,orb_16,orb_17,orb_18,orb_19,orb_20,orb_21,orb_22,orb_23,orb_24,orb_25,orb_26,orb_27,orb_28,orb_29,orb_30,orb_31
SOB_B_A-14-22549G-40-004,0,105.416,134.936,117.646,135.154,122.322,130.332,130.726,133.08,119.67,122.31,144.712,114.78,132.806,137.132,105.89,106.668,137.984,136.672,125.41,126.488,126.2,134.234,119.188,134.808,138.944,140.71,116.684,121.636,113.72,121.88,121.29,130.486
SOB_B_A-14-22549G-40-005,0,110.188,133.11,124.764,132.678,121.662,128.692,119.87,131.922,124.774,125.774,142.604,111.476,134.694,134.112,111.574,113.996,127.75,137.796,128.924,118.056,122.836,125.72,132.282,121.752,140.892,138.328,118.682,111.81,119.812,128.894,122.208,126.018
SOB_B_A-14-22549G-40-006,0,109.70623742454728,125.0503018108652,130.2132796780684,118.38229376257546,122.27766599597584,134.01006036217305,114.90140845070422,121.48088531187123,132.7927565392354,123.8430583501006,133.8953722334004,102.21327967806842,127.39034205231388,138.07042253521126,103.9215291750503,111.79879275653924,124.35814889336017,137.34607645875252,138.26760563380282,107.3420523138833,110.45070422535213,119.78269617706238,140.99597585513078,96.13480885311871,142.35412474849093,156.317907444668,100.30784708249496,109.3702213279678,125.99597585513078,124.46680080482898,121.2394366197183,125.92957746478874
SOB_B_A-14-22549G-40-007,0,110.6265060240964,133.56024096385542,121.62248995983936,134.99397590361446,123.79116465863454,131.33734939759037,127.79718875502007,131.1706827309237,121.90562248995984,113.1726907630522,137.79718875502007,110.25301204819276,136.71887550200802,127.6144578313253,111.39357429718876,115.355421686747,133.44779116465864,132.66465863453814,124.16465863453816,123.07630522088354,130.96184738955824,122.66064257028113,127.93172690763052,136.63453815261045,142.5281124497992,142.83734939759037,114.98192771084338,124.71084337349396,122.53815261044176,123.9016064257028,127.89759036144578,125.39156626506023
SOB_B_A-14-22549G-40-008,0,113.46,128.626,130.868,155.788,133.398,123.21,144.162,140.47,108.108,119.902,145.068,105.168,130.154,123.79,117.674,109.882,143.32,141.12,102.062,137.038,128.218,135.622,112.92,146.044,137.606,144.166,131.656,120.494,125.864,133.478,137.094,132.102
SOB_B_A-14-22549G-40-009,0,100.01422764227642,119.61178861788618,127.71138211382114,135.369918699187,128.97967479674796,129.04065040650406,149.40040650406505,126.09552845528457,123.41463414634148,121.72357723577235,143.20731707317074,117.22154471544717,125.95528455284553,133.92073170731706,125.1321138211382,101.58739837398376,133.48373983739836,128.4939024390244,131.54674796747966,128.4390243902439,132.08536585365854,130.42073170731706,128.34349593495935,149.25,127.17886178861788,123.8048780487805,124.60772357723576,138.29065040650406,121.57723577235772,118.77032520325204,125.15650406504064,147.66260162601623
SOB_B_A-14-22549G-40-010,0,107.84928716904275,127.79429735234216,123.14663951120164,121.85336048879836,126.23421588594704,132.22403258655805,127.74338085539716,120.66395112016292,126.90835030549898,125.16496945010184,133.3645621181263,101.78207739307535,133.91649694501018,124.09368635437882,110.61507128309572,107.59063136456211,122.9979633401222,125.73727087576374,130.39511201629327,104.62118126272912,116.17107942973524,131.57433808553972,137.59877800407332,110.58452138492872,133.85539714867616,147.5091649694501,101.4643584521385,114.72301425661914,126.5152749490835,122.68839103869654,119.82281059063136,125.78615071283096
SOB_B_A-14-22549G-40-011,0,119.084,131.46,128.228,126.262,129.176,128.962,120.24,126.212,131.478,131.16,129.23,111.228,138.076,130.446,109.222,103.816,118.284,132.938,131.576,108.752,118.54,126.77,137.248,109.782,140.574,148.76,107.268,117.242,125.234,129.976,123.898,118.944
SOB_B_A-14-22549G-40-012,0,111.76,134.782,125.492,128.42,131.846,133.704,122.552,139.046,129.532,133.376,132.362,107.798,135.528,136.484,107.832,109.326,128.682,136.184,132.414,113.744,115.928,129.106,135.738,111.468,145.958,147.892,102.482,115.164,130.68,122.862,125.742,121.454
SOB_B_A-14-22549G-40-013,0,106.598,127.528,124.916,130.796,128.206,138.456,132.154,127.712,120.122,114.042,134.81,108.242,124.632,132.99,118.7,114.154,130.07,134.814,118.738,121.364,119.526,131.11,124.616,123.86,134.496,139.05,104.966,114.118,125.476,121.932,129.53,135.362
SOB_B_A-14-22549G-40-014,0,115.464,134.914,133.122,131.712,128.014,131.792,132.04,131.976,124.86,128.55,130.464,115.55,129.0,130.562,119.084,115.118,137.376,128.324,124.128,119.254,122.926,122.656,133.226,121.242,133.968,136.956,117.062,126.068,129.734,120.826,122.354,130.714
SOB_B_A-14-22549G-40-015,0,110.664,131.386,140.686,127.644,134.364,126.182,133.128,134.438,124.71,136.214,127.006,121.03,132.11,136.462,128.542,111.254,124.48,135.91,130.452,126.298,126.728,127.392,144.64,127.866,132.212,129.34,117.266,126.88,128.684,130.752,127.144,138.732
SOB_B_A-14-22549G-40-016,0,120.484,128.598,130.352,129.162,128.038,126.934,121.658,129.502,126.446,124.292,134.31,112.152,132.942,130.652,109.25,116.538,125.434,137.628,125.816,117.952,119.67,131.792,135.614,118.59,137.466,147.534,116.552,109.906,125.81,131.998,124.222,124.892
SOB_B_A-14-22549G-40-017,0,112.0,123.36,129.516,141.994,122.974,128.39,134.2,127.056,127.85,121.672,146.496,106.538,138.904,130.336,111.614,109.246,138.458,133.726,123.818,120.514,120.726,133.044,136.274,121.538,145.306,149.466,119.614,114.686,124.722,127.372,125.264,128.972
SOB_B_A-14-22549G-40-018,0,106.138,124.084,125.92,138.64,129.03,128.9,139.186,133.638,121.15,118.294,147.114,103.158,131.178,124.616,116.172,111.576,135.884,135.272,118.794,123.316,127.36,129.792,127.072,132.096,141.372,145.81,121.032,123.82,124.13,132.762,126.606,139.264
SOB_B_A-14-22549G-40-019,0,104.924,130.862,127.968,156.402,122.478,136.754,142.032,137.59,123.806,114.192,144.964,103.39,124.086,135.562,119.122,116.112,140.28,141.076,112.692,136.826,127.904,132.818,113.094,152.814,134.812,138.584,130.998,126.962,110.508,128.416,128.242,140.138
SOB_B_A-14-22549G-40-020,0,104.178,129.62,123.58,150.696,121.722,140.286,141.79,132.596,120.224,118.726,142.236,106.152,123.062,135.024,121.842,112.44,141.648,141.366,116.348,136.804,124.77,131.206,117.544,155.942,136.488,134.816,129.752,125.244,108.892,128.678,122.554,141.072
SOB_B_A-14-22549G-40-021,0,106.75,131.024,123.092,132.626,115.228,135.908,127.026,131.5,135.77,112.284,138.652,109.712,130.002,140.264,110.406,110.414,137.296,138.662,136.278,125.228,120.692,127.726,124.446,130.298,140.292,143.186,110.484,115.014,124.838,120.448,120.72,123.43
SOB_B_A-14-22549G-40-022,0,110.42,127.372,129.156,130.922,120.66,137.11,124.84,127.904,136.794,117.106,139.514,110.47,132.078,141.1,109.006,109.298,129.57,135.754,135.124,123.116,125.644,127.846,131.104,127.732,136.268,141.434,115.596,114.4,119.014,118.518,120.29,133.26
SOB_B_A-14-22549G-40-023,0,107.368,125.128,121.516,132.902,117.712,127.544,120.784,125.134,122.9,112.2,141.206,103.518,128.648,131.702,107.76,107.976,134.47,140.17,118.662,119.45,114.52,132.324,123.942,126.862,146.87,143.628,116.534,103.78,119.796,123.178,118.71,122.002
SOB_B_A-14-22549G-40-024,0,114.646,132.01,119.682,112.182,125.23,134.416,117.756,126.74,131.858,121.79,138.776,110.038,133.098,130.94,108.104,114.372,127.036,130.018,129.044,111.234,123.572,130.44,132.732,103.93,137.478,147.59,102.646,110.544,124.558,122.158,126.278,130.44
SOB_B_A-14-22549G-40-025,0,110.126,131.144,119.166,147.188,126.928,137.592,142.346,135.912,124.424,116.854,139.108,98.688,131.546,144.378,112.06,111.14,136.008,134.524,118.138,136.486,129.294,128.304,123.016,140.928,134.172,129.764,129.448,123.268,115.118,117.34,129.218,138.44
SOB_B_A-14-22549G-40-026,0,113.672,123.83,129.838,124.412,133.91,129.99,121.524,129.282,127.204,127.29,138.818,107.296,136.482,128.614,113.85,113.448,137.514,134.196,130.518,113.706,118.45,122.56,136.394,113.85,141.71,136.358,110.336,110.938,128.44,122.286,130.702,124.104
SOB_B_A-14-22549G-40-027,0,112.866,129.046,125.07,138.266,122.454,138.278,130.918,123.978,123.03,118.966,133.208,109.23,130.762,136.968,114.92,116.918,135.57,130.628,123.768,121.314,116.57,120.702,134.61,133.454,128.93,134.964,122.158,122.304,121.59,116.328,131.174,132.334
SOB_B_A-14-22549G-40-028,0,107.652,126.682,123.514,138.396,124.634,137.782,142.776,135.592,126.866,114.096,144.078,117.33,126.412,131.684,115.802,112.948,144.524,140.684,127.098,130.18,126.494,129.476,117.318,141.32,138.718,137.294,116.648,126.922,119.648,121.63,119.832,137.116
SOB_B_A-14-22549G-40-029,0,111.502,117.632,122.788,138.858,124.376,131.954,134.4,120.774,128.134,111.634,153.198,107.382,135.808,129.622,103.034,112.556,144.816,143.118,129.76,119.96,117.848,135.264,133.424,136.824,144.51,150.184,114.482,121.584,116.362,118.816,121.024,129.8
SOB_B_A-14-22549G-40-030,0,120.178,137.798,127.534,120.356,129.59,126.166,122.45,123.314,132.606,138.268,130.672,108.28,137.552,131.026,108.224,107.208,124.768,129.346,134.566,113.036,120.058,133.274,144.286,106.886,141.94,145.636,103.144,119.362,127.52,121.372,126.318,120.554
SOB_B_A-14-22549G-40-031,0,114.906,129.978,129.008,125.056,126.746,132.132,121.498,120.902,132.98,127.326,128.656,104.54,138.11,130.18,111.542,106.418,121.636,131.038,124.814,110.238,110.94,130.332,139.492,105.92,137.832,146.154,101.248,109.914,131.716,128.172,124.094,122.438
SOB_B_A-14-22549G-40-032,0,108.8688524590164,129.952868852459,129.94262295081967,134.40368852459017,126.11680327868852,136.452868852459,142.32581967213116,127.92213114754098,136.71516393442624,124.84631147540983,131.62704918032787,127.37295081967213,131.64139344262296,139.33811475409837,130.64959016393442,115.80737704918032,137.0922131147541,126.95491803278688,142.78688524590163,120.37704918032787,134.20696721311475,127.00409836065572,132.18647540983608,148.54303278688525,131.46926229508196,137.45901639344262,118.14959016393442,141.32991803278688,117.17418032786884,131.8954918032787,120.73360655737704,137.15573770491804
SOB_B_A-14-22549G-40-033,0,103.862,113.376,119.82,163.988,128.184,126.416,139.92,130.248,117.05,121.536,147.364,103.94,130.382,134.382,114.906,111.246,146.71,136.924,107.422,138.404,125.51,130.394,112.498,158.952,144.37,139.93,146.394,127.864,117.956,124.542,128.952,131.016
SOB_B_A-14-22549G-40-034,0,113.274,129.672,129.948,130.206,126.08,134.314,119.694,125.644,131.448,124.636,143.3,107.882,131.976,131.186,115.926,108.202,126.834,134.558,130.376,116.724,123.762,132.602,134.618,115.2,141.366,143.406,112.77,116.772,122.538,131.942,122.69,128.438
SOB_B_A-14-22549G-40-035,0,121.09,124.92,127.856,113.668,119.31,127.83,105.976,123.054,130.608,122.66,131.388,100.536,134.336,130.398,99.844,107.362,118.23,129.33,132.246,108.694,107.092,124.436,141.856,86.688,147.71,162.008,90.158,102.26,125.894,119.864,114.66,114.33
SOB_B_A-14-29960CD-40-001,0,109.728,128.538,132.59,173.882,130.938,128.11,134.702,132.658,122.142,128.43,131.9,110.3,129.198,145.268,124.496,120.21,152.814,129.252,102.724,129.69,122.342,120.48,126.918,170.866,136.652,138.67,145.54,122.804,112.016,131.434,132.934,134.478
SOB_B_A-14-29960CD-40-002,0,110.254,121.574,136.548,171.014,124.38,120.78,135.81,128.546,112.794,126.586,140.89,113.652,127.532,123.58,126.904,117.992,146.894,136.966,104.304,127.224,135.62,129.062,114.786,162.99,145.486,145.788,145.376,120.722,119.42,137.736,130.048,128.214
SOB_B_A-14-29960CD-40-003,0,115.792,121.26,135.32,169.034,126.69,122.786,117.96,122.626,113.57,134.974,129.056,120.244,134.484,128.25,126.144,123.954,139.5,136.832,109.83,121.528,117.398,131.852,125.928,160.576,137.572,130.158,136.414,120.888,115.666,131.754,122.4,122.542
SOB_B_A-14-29960CD-40-004,0,113.57,124.28,132.714,178.458,129.346,130.176,139.538,137.116,117.948,131.682,141.26,119.04,130.938,133.478,133.772,133.842,147.962,146.114,117.582,135.444,132.472,134.606,116.626,174.978,127.828,136.248,152.788,124.762,117.552,137.244,134.242,123.902
SOB_B_A-14-29960CD-40-005,0,114.228,125.24,133.134,177.52,130.842,127.506,139.04,131.806,110.46,139.07,137.114,107.142,133.136,139.022,121.89,115.096,148.042,139.782,107.194,131.23,128.206,134.506,118.856,165.504,146.268,142.958,146.45,119.858,121.764,134.002,135.546,135.194
SOB_B_A-14-29960CD-40-006,0,104.79,122.586,126.708,182.298,129.284,134.476,142.604,137.068,115.776,117.524,138.992,111.518,127.236,143.378,127.354,119.892,152.584,132.688,105.934,134.336,124.932,121.61,113.186,181.782,132.876,138.93,149.76,128.692,108.464,129.174,137.942,135.394
SOB_B_A-14-29960CD-40-007,0,104.764,128.674,131.796,175.798,134.662,136.474,139.74,143.398,121.15,123.836,136.778,100.644,133.762,146.734,126.37,116.304,156.922,129.086,103.274,123.452,122.1,116.116,127.13,166.4,134.076,134.37,142.368,120.376,119.152,125.928,129.278,130.184
SOB_B_A-14-29960CD-40-008,0,106.996,123.222,122.44,165.536,134.812,135.832,138.516,133.076,119.084,123.754,136.168,111.458,116.858,137.416,125.614,111.398,149.442,128.516,104.936,126.562,133.336,127.95,106.764,170.984,126.066,125.06,139.89,129.188,109.394,123.566,136.024,134.532
SOB_B_A-14-29960CD-40-009,0,115.702,125.224,124.566,167.978,123.842,127.744,131.756,136.272,115.382,124.158,139.272,104.8,132.264,135.534,115.014,116.304,149.272,145.654,99.68,133.222,120.656,129.926,117.22,159.666,149.398,140.054,145.302,111.908,104.696,125.384,124.642,118.214
SOB_B_A-14-29960CD-40-010,0,103.8,118.746,134.126,175.148,131.26,129.1,136.388,129.898,110.166,124.982,131.796,114.52,132.816,129.39,126.876,127.62,150.42,129.354,107.032,132.468,121.334,126.29,113.084,177.83,131.952,134.15,150.026,125.482,112.734,134.36,127.19,127.402
SOB_B_A-14-29960CD-40-011,0,108.93,121.052,126.342,164.86,128.58,127.82,132.494,133.112,117.694,118.416,139.01,107.718,128.674,124.81,115.448,117.688,145.736,138.33,109.32,129.858,111.53,135.296,114.148,154.342,141.342,138.158,136.22,117.29,115.568,124.908,128.154,119.564
SOB_B_A-14-29960CD-40-012,0,104.95,119.962,118.23,180.19,122.722,134.496,143.206,128.57,109.522,103.148,143.816,107.64,131.21,125.146,115.246,120.656,152.946,132.464,96.456,138.388,121.268,131.842,104.688,169.64,137.472,141.204,153.936,126.416,111.098,115.82,129.44,125.582
SOB_B_A-14-29960CD-40-013,0,113.388,129.108,146.524,151.922,133.36,130.96,143.842,136.344,118.54,134.878,145.486,119.532,131.248,140.896,129.432,121.278,151.458,145.02,126.294,140.962,140.182,135.764,121.948,164.59,138.166,137.094,142.398,139.39,128.05,139.692,133.156,139.462
SOB_B_A-14-29960CD-40-014,0,106.672,131.176,137.888,158.212,128.166,130.752,147.48,140.546,118.68,125.24,139.898,110.558,119.506,137.028,120.344,116.772,147.232,140.926,117.734,137.43,129.366,122.736,117.894,166.388,134.562,127.198,137.654,130.638,120.37,127.176,127.778,131.418
SOB_B_A-14-29960CD-40-015,0,106.116,123.64,131.416,152.426,129.652,127.704,138.826,130.722,120.638,123.922,137.11,117.276,127.334,134.736,127.724,126.35,146.81,131.67,121.3,125.068,132.09,128.09,118.636,159.608,129.996,133.308,130.07,123.242,122.824,128.026,129.314,131.134
SOB_B_F-14-14134-40-001,0,93.742,131.38,123.518,129.87,123.106,149.622,153.088,128.468,129.446,112.4,142.762,129.578,104.346,143.71,130.084,115.488,142.598,135.152,124.13,141.904,143.926,132.592,104.764,178.042,115.436,120.844,120.874,145.968,117.824,117.236,130.186,164.186
SOB_B_F-14-14134-40-002,0,95.09,128.588,121.386,130.386,125.588,145.428,160.884,136.126,121.108,111.586,141.566,137.106,109.708,134.532,137.724,124.032,144.066,132.706,120.79,151.27,147.326,134.626,105.554,178.286,111.758,114.274,132.874,146.994,117.016,121.786,137.544,166.41
SOB_B_F-14-14134-40-003,0,96.652,127.962,124.634,124.722,131.246,144.422,160.584,131.304,121.39,122.856,138.914,142.138,111.226,138.384,137.204,127.164,142.048,133.594,121.144,151.006,150.578,136.104,103.522,180.198,108.498,109.694,132.082,148.41,116.392,121.324,128.79,165.76
SOB_B_F-14-14134-40-004,0,94.702,128.486,126.012,141.99,124.876,152.626,156.942,131.702,125.384,114.936,138.646,126.678,116.408,142.776,126.704,117.08,144.26,131.572,127.554,136.664,135.862,127.132,103.492,182.028,123.184,119.654,133.65,142.444,117.486,120.552,126.57,164.694
SOB_B_F-14-14134-40-005,0,96.808,126.022,126.768,142.678,130.254,140.17,156.27,128.454,117.792,118.254,137.638,126.216,112.196,129.792,130.97,119.138,146.302,122.972,116.574,137.808,136.512,123.34,111.142,170.742,119.422,116.478,131.55,140.094,124.126,123.338,127.782,154.936
SOB_B_F-14-14134-40-006,0,94.228,127.498,128.562,142.858,132.038,142.868,161.702,130.52,119.318,114.522,133.83,117.378,119.482,136.802,130.026,110.21,152.45,125.602,116.718,136.646,138.152,122.424,109.984,174.384,114.066,116.514,137.03,143.86,124.954,119.256,132.434,154.054
